D1 [cm],D2 [cm],D3 [cm],D4 [cm],setup length [m],Pz [MeV/c],"f(x',y') [mrad^2]",studied variable,Astra key,xAngle xOffset slope[mm],xAngle yOffset slope [mm],yAngle xOffset slope [mm],yAngle yOffset slope [mm]
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q2RotZ,Q_zrot(2),0.001,0.062,0.011,0.0
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q3OffsetX,Q_xoff(3),4.113,0.0,4.113,0.001
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q3OffsetY,Q_yoff(3),0.001,-4.414,0.0,-4.417
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q3RotX,Q_xrot(3),0.003,0.0,0.003,0.0
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q3RotY,Q_yrot(3),0.001,0.007,0.0,0.007
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q3RotZ,Q_zrot(3),0.0,-0.053,-0.009,0.001
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q1Gradient,Q_grad(1),-0.003,0.0,0.0,0.019
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q2Gradient,Q_grad(2),-0.038,0.0,0.0,0.498
15.0,15.36,40.787,,3.0,800,2.5655174099999997e-24,Q3Gradient,Q_grad(3),-0.435,0.0,0.0,0.09
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,sourceOffsetX,x_off,-1.466,0.0,-1.466,0.001
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,sourceOffsetY,y_off,0.001,-9.056,0.0,-9.054
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q1OffsetX,Q_xoff(1),0.687,0.0,0.687,0.001
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q1OffsetY,Q_yoff(1),0.001,-4.381,0.0,-4.385
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q1OffsetZ,Q_pos(1),-0.005,0.0,0.0,0.055
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q1RotY,Q_yrot(1),0.001,-0.003,0.0,-0.003
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q1RotZ,Q_zrot(1),0.0,-0.007,-0.001,0.001
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q2OffsetX,Q_xoff(2),-1.968,0.0,-1.968,0.001
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q2OffsetY,Q_yoff(2),0.001,18.445,0.0,18.45
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q2RotX,Q_xrot(2),-0.009,0.0,-0.009,0.001
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q2RotY,Q_yrot(2),0.0,0.025,0.0,0.026
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q2RotZ,Q_zrot(2),0.001,0.061,0.01,0.0
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q3OffsetX,Q_xoff(3),3.749,0.0,3.749,0.001
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q3OffsetY,Q_yoff(3),0.001,-4.006,0.0,-4.009
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q3RotX,Q_xrot(3),0.002,0.0,0.002,0.0
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q3RotY,Q_yrot(3),0.001,0.006,0.0,0.006
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q3RotZ,Q_zrot(3),0.0,-0.053,-0.008,0.001
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q1Gradient,Q_grad(1),-0.002,0.0,0.0,0.017
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q2Gradient,Q_grad(2),-0.034,0.0,0.0,0.486
15.0,16.797,46.373,,3.0,850,8.738560999999999e-26,Q3Gradient,Q_grad(3),-0.436,0.0,0.0,0.081
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,sourceOffsetX,x_off,-1.282,0.0,-1.283,0.001
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,sourceOffsetY,y_off,0.001,-8.839,0.0,-8.837
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q1OffsetX,Q_xoff(1),0.568,0.0,0.568,0.001
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q1OffsetY,Q_yoff(1),0.001,-4.034,0.0,-4.038
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q1OffsetZ,Q_pos(1),-0.004,0.0,0.0,0.05
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q1RotY,Q_yrot(1),0.001,-0.003,0.0,-0.003
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q1RotZ,Q_zrot(1),0.0,-0.006,0.0,0.001
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q2OffsetX,Q_xoff(2),-1.694,0.0,-1.695,0.001
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q2OffsetY,Q_yoff(2),0.001,17.505,0.0,17.51
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q2RotX,Q_xrot(2),-0.007,0.0,-0.007,0.001
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q2RotY,Q_yrot(2),0.0,0.023,0.0,0.024
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q2RotZ,Q_zrot(2),0.001,0.06,0.009,0.0
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q3OffsetX,Q_xoff(3),3.411,0.0,3.411,0.001
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q3OffsetY,Q_yoff(3),0.001,-3.63,0.0,-3.634
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q3RotX,Q_xrot(3),0.002,0.0,0.002,0.0
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q3RotY,Q_yrot(3),0.001,0.005,0.0,0.005
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q3RotZ,Q_zrot(3),0.0,-0.052,-0.007,0.001
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q1Gradient,Q_grad(1),-0.002,0.0,0.0,0.016
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q2Gradient,Q_grad(2),-0.031,0.0,0.0,0.475
15.0,18.192,52.697,,3.0,900,3.451667488000001e-25,Q3Gradient,Q_grad(3),-0.437,0.0,0.0,0.073
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,sourceOffsetX,x_off,-1.111,0.0,-1.111,0.001
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,sourceOffsetY,y_off,0.001,-8.652,0.0,-8.651
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q1OffsetX,Q_xoff(1),0.466,0.0,0.467,0.001
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q1OffsetY,Q_yoff(1),0.001,-3.738,0.0,-3.742
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q1OffsetZ,Q_pos(1),-0.003,0.0,0.0,0.046
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q1RotY,Q_yrot(1),0.001,-0.003,0.0,-0.003
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q1RotZ,Q_zrot(1),0.0,-0.006,0.0,0.001
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q2OffsetX,Q_xoff(2),-1.445,0.0,-1.445,0.001
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q2OffsetY,Q_yoff(2),0.001,16.671,0.0,16.677
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q2RotX,Q_xrot(2),-0.006,0.0,-0.006,0.001
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q2RotY,Q_yrot(2),0.0,0.022,0.0,0.022
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q2RotZ,Q_zrot(2),0.001,0.06,0.008,0.0
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q3OffsetX,Q_xoff(3),3.091,0.0,3.091,0.001
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q3OffsetY,Q_yoff(3),0.001,-3.278,0.0,-3.282
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q3RotX,Q_xrot(3),0.002,0.0,0.001,0.0
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q3RotY,Q_yrot(3),0.001,0.005,0.0,0.005
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q3RotZ,Q_zrot(3),0.0,-0.052,-0.006,0.001
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q1Gradient,Q_grad(1),-0.001,0.0,0.0,0.015
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q2Gradient,Q_grad(2),-0.027,0.0,0.0,0.464
15.0,19.518,60.088,,3.0,950,1.4449561929999995e-25,Q3Gradient,Q_grad(3),-0.437,0.0,0.0,0.064
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,sourceOffsetX,x_off,-0.943,0.0,-0.944,0.001
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,sourceOffsetY,y_off,0.001,-8.51,0.0,-8.509
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q1OffsetX,Q_xoff(1),0.377,0.0,0.377,0.001
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q1OffsetY,Q_yoff(1),0.001,-3.49,0.0,-3.494
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q1OffsetZ,Q_pos(1),-0.003,0.0,0.0,0.043
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q1RotY,Q_yrot(1),0.001,-0.002,0.0,-0.002
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q1RotZ,Q_zrot(1),0.0,-0.005,0.0,0.001
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q2OffsetX,Q_xoff(2),-1.208,0.0,-1.208,0.001
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q2OffsetY,Q_yoff(2),0.001,15.937,0.0,15.944
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q2RotX,Q_xrot(2),-0.005,0.0,-0.005,0.001
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q2RotY,Q_yrot(2),0.0,0.021,0.0,0.021
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q2RotZ,Q_zrot(2),0.001,0.059,0.007,0.0
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q3OffsetX,Q_xoff(3),2.777,0.0,2.776,0.001
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q3OffsetY,Q_yoff(3),0.001,-2.935,0.0,-2.938
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q3RotX,Q_xrot(3),0.001,0.0,0.001,0.0
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q3RotY,Q_yrot(3),0.001,0.004,0.0,0.004
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q3RotZ,Q_zrot(3),0.0,-0.052,-0.005,0.001
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q1Gradient,Q_grad(1),-0.001,0.0,0.0,0.014
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q2Gradient,Q_grad(2),-0.023,0.0,0.0,0.454
15.0,20.725,69.217,,3.0,1000,1.3998800441e-26,Q3Gradient,Q_grad(3),-0.437,0.0,0.0,0.055
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,sourceOffsetX,x_off,-2.706,0.0,-2.708,0.003
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,sourceOffsetY,y_off,-0.002,-4.184,0.0,-4.177
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q1OffsetX,Q_xoff(1),5.011,0.0,5.013,0.004
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q1OffsetY,Q_yoff(1),-0.002,-8.278,0.0,-8.281
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q1OffsetZ,Q_pos(1),-0.006,0.0,0.0,0.167
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.001
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q1RotY,Q_yrot(1),0.0,-0.005,0.0,-0.006
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q1RotZ,Q_zrot(1),0.0,-0.025,-0.016,0.001
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q2OffsetX,Q_xoff(2),-6.639,0.0,-6.632,0.003
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q2OffsetY,Q_yoff(2),-0.002,19.605,0.0,19.607
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q2RotX,Q_xrot(2),-0.011,0.0,-0.01,0.001
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q2RotY,Q_yrot(2),0.0,0.036,0.0,0.037
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q2RotZ,Q_zrot(2),0.0,0.055,0.036,0.0
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q3OffsetX,Q_xoff(3),5.325,0.0,5.329,0.002
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q3OffsetY,Q_yoff(3),-0.002,-6.139,0.0,-6.139
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q3RotX,Q_xrot(3),0.007,0.0,0.007,0.001
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q3RotY,Q_yrot(3),0.0,0.016,0.0,0.016
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q3RotZ,Q_zrot(3),0.0,-0.029,-0.019,0.001
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q1Gradient,Q_grad(1),-0.034,0.0,0.0,0.062
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q2Gradient,Q_grad(2),-0.099,0.0,0.0,0.561
30.0,2.501,7.0,,2.0,400,1.9783263050000005e-05,Q3Gradient,Q_grad(3),-0.225,0.0,0.0,0.195
30.0,3.094,11.413,,2.0,450,8.542963069e-27,sourceOffsetX,x_off,-2.21,0.0,-2.213,0.001
30.0,3.094,11.413,,2.0,450,8.542963069e-27,sourceOffsetY,y_off,0.001,-4.33,0.0,-4.324
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q1OffsetX,Q_xoff(1),3.642,0.0,3.641,0.002
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q1OffsetY,Q_yoff(1),0.001,-7.599,0.0,-7.603
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q1OffsetZ,Q_pos(1),-0.006,0.0,0.0,0.143
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q1RotY,Q_yrot(1),0.001,-0.005,0.0,-0.005
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q1RotZ,Q_zrot(1),0.0,-0.023,-0.011,0.001
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q2OffsetX,Q_xoff(2),-5.033,0.0,-5.031,0.001
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q2OffsetY,Q_yoff(2),0.001,18.152,0.0,18.153
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q2RotX,Q_xrot(2),-0.01,0.0,-0.01,0.001
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q2RotY,Q_yrot(2),0.0,0.034,0.0,0.034
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q2RotZ,Q_zrot(2),0.001,0.054,0.028,0.0
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q3OffsetX,Q_xoff(3),4.604,0.0,4.604,0.001
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q3OffsetY,Q_yoff(3),0.001,-5.221,0.0,-5.222
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q3RotX,Q_xrot(3),0.005,0.0,0.005,0.0
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q3RotY,Q_yrot(3),0.001,0.013,0.0,0.013
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q3RotZ,Q_zrot(3),0.0,-0.029,-0.015,0.001
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q1Gradient,Q_grad(1),-0.025,0.0,0.0,0.057
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q2Gradient,Q_grad(2),-0.079,0.0,0.0,0.522
30.0,3.094,11.413,,2.0,450,8.542963069e-27,Q3Gradient,Q_grad(3),-0.231,0.0,0.0,0.153
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,sourceOffsetX,x_off,-1.826,0.0,-1.828,0.001
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,sourceOffsetY,y_off,0.001,-4.427,0.0,-4.422
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q1OffsetX,Q_xoff(1),2.718,0.0,2.718,0.002
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q1OffsetY,Q_yoff(1),0.001,-6.972,0.0,-6.976
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q1OffsetZ,Q_pos(1),-0.006,0.0,0.0,0.125
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q1RotY,Q_yrot(1),0.001,-0.004,0.0,-0.004
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q1RotZ,Q_zrot(1),0.0,-0.021,-0.008,0.001
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q2OffsetX,Q_xoff(2),-3.885,0.0,-3.884,0.001
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q2OffsetY,Q_yoff(2),0.001,16.875,0.0,16.876
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q2RotX,Q_xrot(2),-0.009,0.0,-0.009,0.001
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q2RotY,Q_yrot(2),0.0,0.031,0.0,0.032
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q2RotZ,Q_zrot(2),0.001,0.052,0.022,0.0
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q3OffsetX,Q_xoff(3),3.996,0.0,3.996,0.001
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q3OffsetY,Q_yoff(3),0.001,-4.474,0.0,-4.475
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q3RotX,Q_xrot(3),0.004,0.0,0.004,0.0
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q3RotY,Q_yrot(3),0.001,0.01,0.0,0.01
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q3RotZ,Q_zrot(3),0.0,-0.029,-0.012,0.001
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q1Gradient,Q_grad(1),-0.018,0.0,0.0,0.052
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q2Gradient,Q_grad(2),-0.063,0.0,0.0,0.49
30.0,3.785,16.359,,2.0,500,1.1163382277e-26,Q3Gradient,Q_grad(3),-0.234,0.0,0.0,0.122
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,sourceOffsetX,x_off,-1.501,0.0,-1.502,0.001
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,sourceOffsetY,y_off,0.001,-4.507,0.0,-4.503
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q1OffsetX,Q_xoff(1),2.036,0.0,2.036,0.001
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q1OffsetY,Q_yoff(1),0.001,-6.437,0.0,-6.44
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q1OffsetZ,Q_pos(1),-0.006,0.0,0.0,0.111
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q1RotY,Q_yrot(1),0.001,-0.003,0.0,-0.004
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q1RotZ,Q_zrot(1),0.0,-0.019,-0.006,0.001
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q2OffsetX,Q_xoff(2),-3.0,0.0,-2.999,0.001
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q2OffsetY,Q_yoff(2),0.001,15.787,0.0,15.788
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q2RotX,Q_xrot(2),-0.007,0.0,-0.007,0.001
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q2RotY,Q_yrot(2),0.0,0.029,0.0,0.03
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q2RotZ,Q_zrot(2),0.001,0.05,0.017,0.0
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q3OffsetX,Q_xoff(3),3.467,0.0,3.467,0.001
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q3OffsetY,Q_yoff(3),0.001,-3.84,0.0,-3.842
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q3RotX,Q_xrot(3),0.003,0.0,0.003,0.0
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q3RotY,Q_yrot(3),0.001,0.009,0.0,0.009
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q3RotZ,Q_zrot(3),0.0,-0.029,-0.009,0.001
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q1Gradient,Q_grad(1),-0.014,0.0,0.0,0.048
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q2Gradient,Q_grad(2),-0.05,0.0,0.0,0.463
30.0,4.48,22.21,,2.0,550,8.375647254290002e-25,Q3Gradient,Q_grad(3),-0.236,0.0,0.0,0.097
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,sourceOffsetX,x_off,-1.206,0.0,-1.207,0.001
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,sourceOffsetY,y_off,0.001,-4.592,0.0,-4.589
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q1OffsetX,Q_xoff(1),1.503,0.0,1.503,0.001
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q1OffsetY,Q_yoff(1),0.001,-6.0,0.0,-6.003
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q1OffsetZ,Q_pos(1),-0.005,0.0,0.0,0.1
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q1RotX,Q_xrot(1),0.001,0.0,0.001,0.0
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q1RotY,Q_yrot(1),0.001,-0.003,0.0,-0.003
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q1RotZ,Q_zrot(1),0.0,-0.018,-0.004,0.001
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q2OffsetX,Q_xoff(2),-2.279,0.0,-2.279,0.001
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q2OffsetY,Q_yoff(2),0.001,14.871,0.0,14.873
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q2OffsetZ,Q_pos(2),0.001,0.0,0.0,0.0
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q2RotX,Q_xrot(2),-0.006,0.0,-0.006,0.001
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q2RotY,Q_yrot(2),0.0,0.027,0.0,0.028
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q2RotZ,Q_zrot(2),0.001,0.049,0.013,0.0
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q3OffsetX,Q_xoff(3),2.984,0.0,2.984,0.001
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q3OffsetY,Q_yoff(3),0.001,-3.277,0.0,-3.278
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q3OffsetZ,Q_pos(3),0.0,0.0,0.0,0.0
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q3RotX,Q_xrot(3),0.002,0.0,0.002,0.0
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q3RotY,Q_yrot(3),0.001,0.007,0.0,0.007
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q3RotZ,Q_zrot(3),0.0,-0.029,-0.007,0.001
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q1Gradient,Q_grad(1),-0.01,0.0,0.0,0.045
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q2Gradient,Q_grad(2),-0.039,0.0,0.0,0.44
30.0,5.109,29.56,,2.0,600,2.0111458189e-08,Q3Gradient,Q_grad(3),-0.237,0.0,0.0,0.076
30.0,5.506,40.229,,2.0,650,1.4331270966400002e-25,sourceOffsetX,x_off,-0.91,0.0,-0.91,0.001
